ad_owner,city,description,floor,municipality,price,publish_date,room_num,sqr_m,street,suburb,title,url_link
Agencija,Beograd,"Komforan, potpuno renoviran stan, opremljena kuhinja, dve spavaće sobe, dva kupatila i toalet, izuzetno pogodan kako za stanovanje, tako i za...",I/4,Opština Vračar,1500.0,2023-03-23,4.0,110.0,Internacionalnih brigada,Neimar,"Neimar, renoviran, pogodan i za pp, ID 19731",https://www.halooglasi.com/nekretnine/izdavanje-stanova/neimar-renoviran-pogodan-i-za-pp-id-19731/5425642803305?kid=1
Agencija,Beograd,"Divan stan u srcu Vračara, dvostrano orijentisan. Izuzetno osvetljen i topao, jako kvalitetno izolovan. Stan poseduje tri terase, velke i osunčane na...",V/5,Opština Vračar,1000.0,2023-03-23,3.0,70.0,Hadži Đerina,Bulevar kralja Aleksandra,Hadži Đerina - Vračar,https://www.halooglasi.com/nekretnine/izdavanje-stanova/hadzi-djerina---vracar/5425642932277?kid=1
Agencija,Beograd,"Belgrade Waterfront, ID: 9487 Aleksandar Jovanović 062240144 Provzija za Zakupca/Agency fee: 50%",IV,Opština Savski venac,2500.0,2023-03-23,3.0,94.0,,Beograd na vodi,"Belgrade Waterfront Apartment, ID: 9487",https://www.halooglasi.com/nekretnine/izdavanje-stanova/belgrade-waterfront-apartment-id-9487/5425642541291?kid=1
Agencija,Beograd,"Renoviran i luksuzno namešten stan u strogom centru, u pešačkoj zoni koja pripada Knez Mihajlovoj ulici. Stan se nalazi na trećem spratu zgrade koja...",III/5,Opština Stari grad,2000.0,2023-03-23,3.0,63.0,Topličin Venac,Obilićev venac,"Pešačka zona, Topličin venac, 63m2 ID#3835",https://www.halooglasi.com/nekretnine/izdavanje-stanova/pesacka-zona-toplicin-venac-63m2-id3835/5425642433946?kid=1
Agencija,Beograd,"Namešten, 2.0, 70m2, EG, depozit, u prizemlju stambene kuće. Stan se nalazi na Karaburmi u mirnom kraju koji je odlično povezan sa ostatkom grada....",PR/3,Opština Palilula,700.0,2023-03-23,2.0,70.0,Dragoslava Srejovića,Karaburma,"Karaburma, Dragoslava Srejovića, 70m2 ID#4299",https://www.halooglasi.com/nekretnine/izdavanje-stanova/karaburma-dragoslava-srejovica-70m2-id4299/5425642656228?kid=1
Agencija,Beograd,"Izdaje se svetao, opremljen stan u Smiljanicevoj sa mogućnošću rentiranja garaže za 100eur. Pogodan za samce i parove. U blizini Slavije i kliničkog...",III/7,Opština Vračar,650.0,2023-03-23,1.5,50.0,Smiljanićeva,Slavija,"Vračar, Slavija, 50m2 ID#4987",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-slavija-50m2-id4987/5425642932196?kid=1
Agencija,Beograd,"Na najtraženijoj lokaciji u gradu, u prilici smo da ponudimo autentičan dvosoban stan u Beogradu na vodi. Stan je open space koncepta - sadrži dnevnu...",VIII/23,Opština Savski venac,1300.0,2023-03-23,2.0,55.0,Hercegovačka,Beograd na vodi,"BW Vista, 55m2 ID#4709",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-vista-55m2-id4709/5425642837814?kid=1
Agencija,Beograd,"Stan za izdavanje na teritoriji opštine Savski venac. Stan se sastoji od dve sobe, kuhinje i kupatila. Može se izdavati kao stambeni ili poslovni...",III/5,Opština Savski venac,550.0,2023-03-23,2.0,50.0,Milovana Milovanovića,Savski trg - Pristanište,Milovana Milovanovica - 01 - Savski venac,https://www.halooglasi.com/nekretnine/izdavanje-stanova/milovana-milovanovica---01---savski-venac/5425642932458?kid=1
Agencija,Beograd,"Odličan dvosoban stan u Belvilu, u zgradi Suncokret. Sređen je i kompletno opremljen. U ceni je i parking mesto. Depozit obavezan Agencijska...",IX/13,Opština Novi Beograd,900.0,2023-03-23,2.0,68.0,Jurija Gagarina,Blok 67 (Belvil),"Kompletno opremljen stan u Belvilu, 2,0, 68kvm ID#",https://www.halooglasi.com/nekretnine/izdavanje-stanova/kompletno-opremljen-stan-u-belvilu-2-0-68kvm/5425642837807?kid=1
Agencija,Beograd,"Moderno uredjen stan sa 2 spavaće sobe, smešten u novijoj zgradi na Crvenom krstu. Stan ima dnevnu sobu sa trpezarijom, kuhinju, kupatilo, terasu i...",III/6,Opština Vračar,800.0,2023-03-23,3.0,55.0,,Crveni krst,"Moderno opremljen stan, Vračar ID 7108",https://www.halooglasi.com/nekretnine/izdavanje-stanova/moderno-opremljen-stan-vracar-id-7108/5425642931794?kid=1
Agencija,Beograd,"Izdaje se dvoiposoban lux stan 60m2 na Konjarniku u ulici Olge Alkalaj, u neposrednoj okolini okretnice autobusa 31 i 17 soliter ispod Ustaničke...",X/12,Opština Voždovac,600.0,2023-03-23,2.5,60.0,Olge Alkalaj,Konjarnik,Konjarnik 60 m2  sređen do savršenstva,https://www.halooglasi.com/nekretnine/izdavanje-stanova/konjarnik-60-m2-sredjen-do-savrsenstva/5425642932079?kid=1
Agencija,Beograd,"Komforan stan u naselju Stepa Stepanović, potpuno opremljen, odvojena spavaća soba, cg po utrošku, video nadzor, slobodan parking. Agencijska...",I,Opština Voždovac,600.0,2023-03-23,2.0,50.0,Druge srpske armije,Naselje Stepa Stepanović,"Stepa Stepanović, novogradnja, odličan, ID 19990",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stepa-stepanovic-novogradnja-odlican-id-19990/5425642932267?kid=1
Agencija,Beograd,"Odlično pozicioniran stan sa jednom spavaćom sobom, kuhinjom, kupatilom i terasom u blizini fakulteta. ID 8787 ",I/7,Opština Vračar,600.0,2023-03-23,2.0,62.0,,Pravni fakultet,"Odlična ponuda, stan kod Vuka, ID 8787",https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlicna-ponuda-stan-kod-vuka-id-8787/5425642932264?kid=1
Agencija,Beograd,"Odličan, namešten stan u novoizgrađenoj zgradi u mirnoj ulici, na samo 10-tak minuta hoda od Kalenić pijace. Stanu pripada dvorište od 20m2. Idealno...",VPR/5,Opština Vračar,900.0,2023-03-23,2.0,52.0,Cerska,Čubura,Cerska Čubura Vračar Beograd Srbija,https://www.halooglasi.com/nekretnine/izdavanje-stanova/cerska-cubura-vracar-beograd-srbija/5425642837805?kid=1
Vlasnik,Beograd,"Nsmešten, 3.0, CG, toplovod, lift, dve lođe.Crvena fasadna cigla, puno zelenila, parking prostora, snabdevanje blizu. Dobro održavan stan. Upravo...",VIII/12,Opština Voždovac,700.0,2023-03-23,3.0,84.0,Paunova,Banjica,Banjica trosoban 84m2,https://www.halooglasi.com/nekretnine/izdavanje-stanova/banjica-trosoban-84m2/5425642932274?kid=1
Agencija,Beograd,Jednostrana garsonjera sa kuhinjskim elementima šporetom i frižiderom i klimom praznaa idealna za život ili posao 062209550 ,II/5,Opština Novi Beograd,300.0,2023-03-23,0.5,28.0,Srđana Aleksića,Bežanijska kosa 3,Bežanijska Kosa,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bezanijska-kosa/5425642932303?kid=1
Agencija,Beograd,Jednoiposoban namešten stan. Etažno grejanje na struju - troškovi struje u zimskom periodu su oko 11.000 din. Kućni ljubimci nisu dozvoljeni. ,III/5,Opština Palilula,350.0,2023-03-23,1.5,45.0,Patrisa Lumumbe,Karaburma,"Karaburma - Patrisa Lumumbe, 1,5 s, 45 m2, ",https://www.halooglasi.com/nekretnine/izdavanje-stanova/karaburma---patrisa-lumumbe-1-5-s-45-m2/5425642932402?kid=1
Agencija,Beograd,2 depozita.Za vise informacija pozvati 0631422642,III,Opština Savski venac,2500.0,2023-03-23,2.5,88.0,Hercegovačka,Beograd na vodi,"Lux 2.5-88kv,garaza,pogled na reku",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-2-5-88kv-garaza-pogled-na-reku/5425642338386?kid=1
Agencija,Beograd,Opis lokacije: Zgrada se nalazi u sredini gornjeg Dorćola. Sa južno-zapadne strane locirana je tri ulice od glavne turističke destinacije i pešačke...,V/7,Opština Stari grad,4000.0,2023-03-23,4.0,136.0,Gospodar Jovanova,Dorćol,"Gos. Jovanova, novo, namesten, 4.0, parking",https://www.halooglasi.com/nekretnine/izdavanje-stanova/gos-jovanova-novo-namesten-4-0-parking/5425642932396?kid=1
Agencija,Beograd,"Veoma kvalitetno i luksuzno sređen stan u luksuznom naselju A blok. Stan je komforan, svetao, opremljen vrlo kvalitetnim nameštajem, poseduje dve...",X,Opština Novi Beograd,1900.0,2023-03-23,3.0,75.0,Jurija Gagarina,Blok 67a (A blok),"A blok, vrlo lukuszan stan, garaža, ID 19652",https://www.halooglasi.com/nekretnine/izdavanje-stanova/a-blok-vrlo-lukuszan-stan-garaza-id-19652/5425642774898
Agencija,Beograd,"Kompletno renoviran, potpuno opremljen stan, odvojena spavaća soba, slobodan parking. Agencijska provizija se plaća u iznosi od 50% dogovorene...",VI/13,Opština Novi Beograd,700.0,2023-03-23,2.0,61.0,Gandijeva,Blok 63,"Blok 63, renoviran, odličan, ID 19995",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-63-renoviran-odlican-id-19995/5425642932668?kid=1
Agencija,Beograd,"Na poklon osiguranje nepokretnosti i stvari domačinstva u trajanju od 1 godine!!! 4.0, 110m2, terasa, 4/6, lift, CG po utrošku, telefon, interfon,...",IV/6,Opština Novi Beograd,2000.0,2023-03-23,4.0,110.0,Uroša Martinovića,Blok 67a (A blok),"4.0 Luksuzan stan u A bloku, Uroša Martinovića ID#",https://www.halooglasi.com/nekretnine/izdavanje-stanova/4-0-luksuzan-stan-u-a-bloku-urosa-martinovica/5425642932221?kid=1
Agencija,Beograd,"Namešten, dvoiposoban stan u novogradnji. Prostorije: kuhinja, trpezarija, dve spavaće sobe, kupatilo sa prirodnom ventilacijom. Ima izlaz na...",,Opština Zvezdara,400.0,2023-03-23,2.5,55.0,Ljube Davidovića,Cvetkova pijaca,"Cvetkova pijaca, 2.5, 55m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/cvetkova-pijaca-2-5-55m2/5425642932664?kid=1
Agencija,Beograd,"Komforan, potpuno renoviran stan, kompletno opremljen, dve spavaće sobe, slobodan parking. Agencijska provizija se plaća u iznosi od 50% dogovorene...",V/7,Opština Novi Beograd,1200.0,2023-03-23,3.0,80.0,Bulevar Zorana Đinđića,Blok 29,"Blok 29, renoviran, komforan, ID 19994",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-29-renoviran-komforan-id-19994/5425642932289?kid=1
Agencija,Beograd,"Konforan, jednoiposoban stan,u potpunosti opremljen kvalitetnim nameštajem,odmah useljiv. Zakup na duže vreme. Kućni ljubimci nisu dozvoljeni....",IV/4,Opština Voždovac,500.0,2023-03-23,1.5,45.0,Vidska,Lekino brdo,"Lekino brdo , 1.5, 45m, namešten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lekino-brdo-1-5-45m-namesten/5425642932388?kid=1
Agencija,Beograd,"Voždovac, Stepa Stepanović - Šumadijske divizije 2.0, 46m2, 4/7, CG, lift, video nadzor, klima, interfon, garaža. Izdaje se stan sa garažnim mestom u...",IV/7,Opština Voždovac,500.0,2023-03-23,2.0,46.0,Šumadijske divizije,Naselje Stepa Stepanović,Stan sa garažnim mestom - Stepa Stepanović,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-sa-garaznim-mestom---stepa-stepanovic/5425642656254?kid=1
Agencija,Beograd,"Kompletno renoviran, komforan, lepo sređen stan, potpuno opremljen, dve spavaće sobe, centar grada. Svi mesečni troškovi uračunati su u cenu....",II/5,Opština Stari grad,2000.0,2023-03-23,3.0,97.0,Zeleni venac,Zeleni venac,"Zeleni venac, renoviran, sa troškovima, ID 19630",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zeleni-venac-renoviran-sa-troskovima-id-19630/5425642764757?kid=1
Agencija,Beograd,"Kompletno renoviran, potpuno opremljen stan, funkcionalan, odvojena spavaća soba, centar grada. Mesečni računi uračunati u cenu. Agencijska provizija...",II/5,Opština Stari grad,1300.0,2023-03-23,2.0,45.0,Zeleni venac,Zeleni venac,"Zeleni venac, renoviran, sa troškovima, 19631",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zeleni-venac-renoviran-sa-troskovima-19631/5425642765152?kid=1
Agencija,Beograd,"U prilici smo da vam ponudimo odličan stan u izolovanoj ulici, u neposrednoj blizini škole i vrtića. Stan je izuzetno prostran i komforan. Uz stan se...",VPR/2,Opština Rakovica,450.0,2023-03-23,3.5,75.0,Gregorčićeva,Kanarevo brdo,Gregorčićeva Kanarevo brdo Rakovica Beograd Srb...,https://www.halooglasi.com/nekretnine/izdavanje-stanova/gregorciceva-kanarevo-brdo-rakovica-beograd-s/5425642932212?kid=1
Agencija,Beograd,"Stan za izdavanje u centru grada, na Obilićevom vencu, nedaleko od pešačke zone Knez Mihailove ulice. Atraktivna lokacija za život, sa brojnim...",II/4,Opština Stari grad,600.0,2023-03-23,1.0,40.0,,Obilićev venac,"Stan za iznajmljivanje, Centar, 40m2, ID 1650",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-iznajmljivanje-centar-40m2-id-1650/5425642932210?kid=1
Agencija,Beograd,"Svetao stan u visokom prizemlju, dvostrano orijentisan (prema ulici i dvorištu). Delimično renoviran (nova kuhinja), polunamešten, vrlo funkcionalan,...",VPR/4,Opština Vračar,700.0,2023-03-23,2.0,65.0,Ivana Đaje,Kalenić pijaca,Ivana Đaje Kalenić pijaca Vračar Beograd Srbija,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ivana-djaje-kalenic-pijaca-vracar-beograd-srb/5425642838552?kid=1
Agencija,Beograd,"Lepo sređen stan u novogradnji, veoma funkcionalan, potpuno opremljen, odvojena spavaća soba, cg po utrošku, video nadzor. Agencijska provizija se...",II/3,Opština Voždovac,850.0,2023-03-23,2.0,32.0,Banjalučka,Lekino brdo,"Lekino brdo, novogradnja, odličan, ID 19657",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lekino-brdo-novogradnja-odlican-id-19657/5425642775198?kid=1
Agencija,Beograd,"Izdaje se trosoban stan u centru grada,u blizini I gimnazije i crkve sv.Aleksandar Nevski.Izuzetno je pozicioniran i orijentisan,u blizini gradskog...",XI/13,Opština Stari grad,950.0,2023-03-23,3.0,60.0,Cara Dušana,Dorćol,"Stari Grad,Dorćol",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-dorcol/5425642586099?kid=1
Agencija,Beograd,"Agencijski ID: 95592, 1/9, lift, telefon, terasa, parking, ostava, stambena zgrada. Izdaje se kao poslovni prostor. Nalazi se na super lokaciji....",I/9,Opština Novi Beograd,1300.0,2023-03-23,4.0,110.0,Bulevar Zorana Đinđića ,Arena,"Novi Beograd, Arena, Bulevar Zorana Đinđića , 4.0,",https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd-arena-bulevar-zorana-djindjica-4/5425642933069?kid=1
Agencija,Beograd,"Dvosoban, prostran, konforan, namešten i opremljen stan kod Karađorđevog parka,u Nebojšinoj. Velika dnevna soba s trpezarijom, odvojena kuhinja,...",I/6,Opština Vračar,1000.0,2023-03-23,2.0,75.0,Nebojšina,Karađorđev park,"Karađorđev park, Nebojšina, 75m2 ID#4297",https://www.halooglasi.com/nekretnine/izdavanje-stanova/karadjordjev-park-nebojsina-75m2-id4297/5425642656645?kid=1
Agencija,Beograd,U odličnoj zgradi salonskog tipa izdajemo stan površine 81m2 na prvom spratu stambene zgrade sa liftom. Stan se sastoji od ulaznog dela koji vodi u...,I/5,Opština Savski venac,800.0,2023-03-23,4.0,81.0,Nemanjina,Centar,"Centar, Nemanjina, 81m2 ID#6519",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-nemanjina-81m2-id6519/5425642838852?kid=1
Agencija,Beograd,"Izdajemo komforan trosoban stan na odličnoj lokaciji na Novom Beogradu, iza Starog Merkatora. Stan se nalazi na visokom prizemlju održavane stambene...",VPR/7,Opština Novi Beograd,500.0,2023-03-23,3.0,70.0,Bulevar Maršala Tolbuhina,Stari Merkator,"Stari Merkator, Bulevar Maršala Tolbuhina, 70 m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-merkator-bulevar-marsala-tolbuhina-70-m/5425642838853?kid=1
Agencija,Beograd,Stan se nalazi u stambenoj zgradi blizu crkve. Dvostrano je orijentisan- prema Vojvode Stepe i prema Jove Ilića. Stan je namešten i ima sve uređaje i...,VIII/21,Opština Voždovac,700.0,2023-03-23,3.0,105.0,Vojvode Stepe,Voždovačka crkva,Vojvode Stepe- kod crkve,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vojvode-stepe--kod-crkve/5425642838276?kid=1
Agencija,Beograd,"Šilerova, 3/3, Luksuzno opremljen stan na odličnoj lokaciji. Namešten. Parking mesto.Terasa 40m2. Za svaku preporuku. Depozit 2000 evra. Agencijska...",III/3,Opština Zemun,1700.0,2023-03-23,4.0,116.0,Šilerova,Meandri,"Zemun-Šilerova, 116m2, III, tp.",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun-silerova-116m2-iii-tp/5425642434661?kid=1
Agencija,Beograd,Izdaje se Lux stan u Uciteljskom naselju.U blizini Beo Shopping centra Agencijska provizija 50%. ID oglasa: 57061.,I/3,Opština Zvezdara,650.0,2023-03-23,3.0,64.0,Svetog Klimenta,Cvetkova pijaca,"Beograd, Cvetkova pijaca, Stan, 3.0, 64m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-cvetkova-pijaca-stan-3-0-64m2/5425642932252?kid=1
Agencija,Beograd,"Stan za izdavanje, 56m2, dvosoban, opština Zemun, Beograd. Stan je kompletno namešten, opremljen moderno sa kvalitetnim nameštajem i belom tehnikom....",II/5,Opština Zemun,500.0,2023-03-23,2.0,56.0,Prvomajska,Prvomajska,"Zemun, Prvomajska, odličan stan za izdavanje",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun-prvomajska-odlican-stan-za-izdavanje/5425642838846?kid=1
Vlasnik,Beograd,"-struktura stana dnevni boravak, kuhinja,dve zasebne sobe kupatilo i hodnik -moguce koriscenje dvorisnog dela placa 7,6 ari -komunalije struja...",II/2,Opština Zemun,700.0,2023-03-23,2.5,87.0,Batajnickih zrtava broj 1,Batajnica,Izdaje se stan u okviru porodicne kuce ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-stan-u-okviru-porodicne-kuce/5425642505027?kid=1
Agencija,Beograd,"Centar, Takovska, odmah useljiv. U prilici smo da Vam ponudimo lep dvosoban stan na dobroj lokaciji. Izdaje se prazan, pogodan za poslovni prostor....",III/4,Opština Stari grad,800.0,2023-03-23,2.0,53.0,Takovska,Skupština,"Centar,Takovska - dvosoban, prazan, za poslovni pr",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-takovska---dvosoban-prazan-za-poslovni/5425642932248?kid=1
Agencija,Beograd,"Namešten, 2.0, 68m2, V/VII, CG, terasa, klima, depozit. Prostorije: antre, kuhinja, trpezarija, spavaća soba sa radnim prostorom, kupatilo, ostava i...",V/7,Opština Palilula,1400.0,2023-03-23,2.0,68.0,Vatroslava Lisinskog,Botanička bašta,"Centar, Vatrosava Lisinskog, 68m2, dizajnerski ID#",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-vatrosava-lisinskog-68m2-dizajnerski-i/5425642838830?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VPR/1,Opština Zemun,1000.0,2023-03-23,2.5,100.0,Pregrevica,Gornji grad,Zemun - Gornji Grad ID#51632,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---gornji-grad-id51632/5425642838832?kid=1
Agencija,Beograd,"URBAN PROSTRAN SUNČAN Luksuzan stan na odličnoj lokaciji. Sunčan, prostran sa komotnom terasom u neposrednoj blizini svih urbanih sadržaja. Odlična...",I/3,Opština Novi Beograd,1200.0,2023-03-23,3.0,105.0,Partizanske avijacije,Bežanijska kosa 1,"Partizanske avijacije, Bežanijska Kosa 1, NBG",https://www.halooglasi.com/nekretnine/izdavanje-stanova/partizanske-avijacije-bezanijska-kosa-1-nbg/5425642932971?kid=1
Agencija,Beograd,"Komforan stan u zgradi Magnolia, potpuno opremljen kvalitetnim nameštajem i tehnikom, dve spavaće sobe, dva kupatila i toalet, orijentisan ka Savi,...",III/5,Opština Savski venac,2200.0,2023-03-23,3.0,80.0,Hercegovačka,Beograd na vodi,"BW - Magnolia, lux, komforan, garaža, ID 19921",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw---magnolia-lux-komforan-garaza-id-19921/5425642839880
Agencija,Beograd,"Agencijski ID: 95911, 3/6, klima, lift, francuski balkon, terasa, renoviran, stara gradnja, parking, podrum, stambena zgrada. 3 klime.Stan na...",III/6,Opština Novi Beograd,1000.0,2023-03-23,3.0,75.0,Milentija Popovića,Blok 19a,"Novi Beograd, Blok 19a, Milentija Popovića, 3.0, 7",https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd-blok-19a-milentija-popovica-3-0/5425642932236?kid=1
Vlasnik,Beograd,"Izdaje se udoban namešten stan od 50 kvm, sa prostranom zastakljenom terasom, ozbiljnim stanarima, na duži vremenski period. Depozit u visini kirije...",II/6,Opština Zemun,450.0,2023-03-23,2.5,50.0,Jovana Stojsavljevića,Galenika,"Galenika 2,5",https://www.halooglasi.com/nekretnine/izdavanje-stanova/galenika-2-5/5425642615419?kid=1
Agencija,Beograd,"Lep komforan trosoban stan u naselju Denkova bašta, mirnom delu Zvezdare sa kompletnom infrastrukturom. Stan poseduje veliku dnevnu, dve spavaće...",V/7,Opština Zvezdara,700.0,2023-03-23,3.0,86.0,Križanićeva,Denkova bašta,"Denkova Bašta, Križanićeva 3.0.",https://www.halooglasi.com/nekretnine/izdavanje-stanova/denkova-basta-krizaniceva-3-0/5425642653815?kid=1
